node_id,x,y,time,forward_id_1,forward_id_2
0,0.0,0.0,0.0,1.0,
1,0.6967067093471654,0.7173560908995228,2.0,2.0,
2,1.3934134186943308,1.4347121817990456,2.0,3.0,
3,2.0901201280414963,2.1520682726985685,4.0,4.0,
4,2.7868268373886615,1.4347121817990458,6.0,5.0,
5,3.483533546735827,2.1520682726985685,7.398406330898038,6.0,
6,2.7868268373886615,2.869424363598091,5.077392977370312,7.0,
7,3.483533546735827,2.1520682726985685,8.0,8.0,
8,0.6967067093471654,0.7173560908995228,0.06772652813442966,9.0,
9,2.7868268373886615,1.4347121817990458,4.0,10.0,
10,3.483533546735827,3.586780454497614,5.929522427739709,11.0,
11,3.483533546735827,2.1520682726985685,6.882190393626779,12.0,
12,1.3934134186943308,1.4347121817990456,2.0,13.0,
13,2.7868268373886615,2.869424363598091,4.715395148758274,14.0,
14,0.6967067093471654,0.7173560908995228,0.8488305712859188,15.0,
15,2.0901201280414963,2.1520682726985685,2.0,16.0,
16,2.7868268373886615,2.869424363598091,2.429304546768508,17.0,
17,3.483533546735827,3.586780454497614,7.077392977370312,18.0,
18,1.7417667733679134,1.793390227248807,2.0,19.0,
19,4.1802402560829925,1.4347121817990458,8.9544877900835,20.0,
20,3.483533546735827,0.717356090899523,6.282913718365236,21.0,
21,4.1802402560829925,1.4347121817990458,9.593154034531702,22.0,
22,3.697656974021001,3.2822057369694124,2.429304546768508,23.0,
23,4.1802402560829925,2.869424363598091,9.285012349332627,24.0,
24,2.7868268373886615,2.869424363598091,6.0,25.0,
25,3.483533546735827,2.1520682726985685,7.9176711258265975,26.0,
26,2.0901201280414963,2.1520682726985685,2.9553780359077564,27.0,
27,4.109221903224841,3.7059688568073903,2.789190416149092,28.0,
28,4.046010328694583,2.923527691519651,2.880946289123746,29.0,
29,3.483533546735827,3.586780454497614,2.7547734104609223,30.0,
30,2.0901201280414963,2.1520682726985685,2.067594079510513,31.0,
31,3.483533546735827,0.717356090899523,8.0,32.0,
32,2.7868268373886615,1.4347121817990458,5.067728564354454,33.0,
33,3.483533546735827,0.717356090899523,5.067728564354454,34.0,
34,3.251222594974521,2.3912645858570762,5.472673554769941,35.0,
35,3.752600251647329,1.1753249957023613,4.0,36.0,
36,1.3934134186943308,1.4347121817990456,3.6464111541560458,37.0,
37,3.483533546735827,0.717356090899523,7.453207466427107,38.0,
38,3.14797979013053,1.0628551766634298,6.0,39.0,
39,2.0901201280414963,2.1520682726985685,5.1505172205241685,40.0,
40,2.0901201280414963,2.1520682726985685,4.404251966826974,41.0,
41,2.7868268373886615,2.869424363598091,7.1505172205241685,42.0,
42,2.0901201280414963,2.1520682726985685,3.6464111541560458,43.0,
43,4.247236941932666,2.4804577506935144,5.472673554769941,44.0,
44,2.0901201280414963,2.1520682726985685,2.0,45.0,
45,4.1802402560829925,2.220446049250313e-16,9.46880377275423,46.0,
46,4.5574185096529805,3.7929014407380466,2.429304546768508,47.0,
47,3.483533546735827,2.1520682726985685,8.792560999874366,48.0,
48,3.483533546735827,2.1520682726985685,9.150517220524168,49.0,
49,3.599575949648104,2.0325865404073147,5.577643262674643,50.0,
50,2.7868268373886615,2.869424363598091,5.398570858409791,51.0,
51,3.483533546735827,2.1520682726985685,8.670153366027074,52.0,
52,0.6967067093471654,0.7173560908995228,1.6425165816242429,53.0,
53,2.0901201280414963,0.7173560908995228,4.7824439399337635,54.0,
54,4.438259834321069,1.854582616248208,7.097452585883981,55.0,
55,3.483533546735827,3.586780454497614,9.150517220524168,56.0,
56,1.3934134186943308,1.4347121817990456,3.075595028596913,57.0,
57,2.0901201280414963,2.1520682726985685,4.085167909743324,58.0,
58,1.3934134186943308,1.4347121817990456,0.35964881878317234,59.0,
59,2.7868268373886615,2.869424363598091,5.546801660942751,60.0,
60,3.1351801920622444,1.0760341363492845,4.0,61.0,
61,4.1802402560829925,2.869424363598091,9.767838399222262,62.0,
62,2.7868268373886615,2.869424363598091,3.6464111541560458,63.0,
63,1.3934134186943308,0.0,4.0,64.0,
64,2.0901201280414963,0.7173560908995228,5.29880234354245,65.0,
65,1.3934134186943308,1.4347121817990456,2.1527968166287024,66.0,
66,1.3934134186943308,1.4347121817990456,1.2112109600222163,67.0,
67,2.0901201280414963,2.1520682726985685,4.726099125788632,68.0,
68,1.3934134186943308,1.4347121817990456,2.973720714257268,69.0,
69,3.0080891868710173,1.7554162753108793,2.0,70.0,
70,2.0901201280414963,2.1520682726985685,0.35964881878317234,71.0,
71,3.483533546735827,3.586780454497614,8.584430371369047,72.0,
72,3.483533546735827,3.586780454497614,9.150517220524168,73.0,
73,3.483533546735827,3.586780454497614,3.962071582159239,74.0,
74,2.0901201280414963,2.1520682726985685,3.2623190739824848,75.0,
75,3.483533546735827,2.1520682726985685,9.150517220524168,76.0,
76,3.483533546735827,2.1520682726985685,7.206882203673435,77.0,
77,2.7868268373886615,1.4347121817990456,5.570151162016828,78.0,
78,3.483533546735827,3.586780454497614,4.784113918515366,79.0,
79,2.0901201280414963,2.1520682726985685,3.6464111541560458,80.0,
80,2.0615269091498387,2.122627592057537,0.6890183269813904,81.0,
81,4.1802402560829925,4.304136545397137,2.7547734104609223,82.0,
82,1.759644706377879,1.05762632720186,2.40583082745754,83.0,
83,4.1802402560829925,4.304136545397137,5.078591066395623,84.0,
84,2.7868268373886615,2.869424363598091,2.0,85.0,
85,4.947826233526154,2.3792518282470816,7.627645169635883,86.0,
86,3.483533546735827,3.586780454497614,7.5834069752468904,87.0,
87,0.6967067093471654,0.7173560908995228,1.2077108962576024,88.0,
88,2.7868268373886615,2.869424363598091,2.0,89.0,
89,4.761911291113123,0.5989109251864156,9.46880377275423,90.0,
90,0.6967067093471654,0.7173560908995228,0.26806546998722514,91.0,
91,2.0901201280414963,2.1520682726985685,5.052136868847777,92.0,
92,3.483533546735827,2.1520682726985685,8.84096104049998,93.0,
93,2.7868268373886615,2.869424363598091,0.35964881878317234,94.0,
94,2.0901201280414963,2.1520682726985685,0.35964881878317234,95.0,
95,2.0901201280414963,2.1520682726985685,5.005733374914831,96.0,
96,2.7868268373886615,2.869424363598091,2.9553780359077564,97.0,
97,3.8318869014094097,0.3586780454497616,5.315656827169322,98.0,
98,1.3934134186943308,1.4347121817990456,2.4201238819113464,99.0,
99,3.483533546735827,3.586780454497614,7.781926673522943,100.0,
100,2.7868268373886615,2.869424363598091,6.413256939913831,101.0,
101,2.0901201280414963,0.7173560908995228,4.0,102.0,
102,2.0901201280414963,2.1520682726985685,5.326378208492638,103.0,
103,3.2567271441603927,2.3855968897761226,7.1505172205241685,104.0,
104,5.296179588199736,2.02057378279732,7.855299833970949,105.0,
105,2.7868268373886615,0.0,7.29880234354245,106.0,
106,4.772772077343225,3.2716494914283403,9.285012349332627,107.0,
107,2.7868268373886615,1.4347121817990458,7.326378208492638,108.0,
108,4.1802402560829925,4.304136545397137,9.841847655450469,109.0,109.0
109,4.5,4.5,9.841847655450469,,
-1,4.5,4.5,10.0,,
